CLUES|DOMINGO|LUNES|MARTES|MIERCOLES|JUEVES|VIERNES|SABADO|HORA INICIO|HORA FIN
MNSSA000824|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA000836|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA000853|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA000865|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA000870|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000882|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA000906|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA000911|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000923|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000935|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000964|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA000964|SI|NO|NO|NO|NO|NO|SI|08:00|
MNSSA000981|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000993|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA000993|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001005|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001005|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001034|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001046|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001051|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001051|SI|SI|SI|SI|SI|SI|SI|08:00|19:00
MNSSA001063|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001075|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA001080|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001092|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001145|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001145|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001150|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001150|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA001162|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001174|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001186|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001186|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA001191|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001191|SI|NO|NO|NO|NO|NO|SI|08:00|
MNSSA001203|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001220|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001232|NO|SI|SI|SI|SI|SI|NO|08:00|19:30
MNSSA001232|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001244|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001256|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001261|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA001261|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001314|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001326|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001343|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001343|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001355|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001355|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001360|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001360|SI|NO|NO|NO|NO|NO|NO|08:00|14:00
MNSSA001372|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001372|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001384|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001396|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001413|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001413|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001425|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA001430|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001430|NO|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA001442|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA001442|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA001466|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001466|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001495|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001495|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001512|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001512|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA001524|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001536|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001536|NO|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001541|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA001541|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA001582|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001582|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001594|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001594|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001606|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA001606|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001652|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001664|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
MNSSA001676|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001681|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
MNSSA001693|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA001710|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA001722|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001751|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001775|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001780|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001792|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001804|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001816|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001821|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001833|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA001845|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001850|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA001862|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001886|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001903|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA001956|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA001956|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001961|NO|SI|SI|SI|SI|SI|NO|08:00|19:30
MNSSA001961|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA001973|NO|SI|SI|SI|SI|SI|NO|07:00|19:00
MNSSA001973|SI|NO|NO|NO|NO|NO|SI|07:00|19:00
MNSSA001985|NO|SI|SI|SI|SI|SI|NO|07:30|19:30
MNSSA001990|NO|SI|SI|SI|SI|SI|NO|07:00|20:30
MNSSA001990|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002002|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
MNSSA002002|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002014|NO|SI|SI|SI|SI|SI|NO|07:00|21:00
MNSSA002014|SI|NO|NO|NO|NO|NO|SI|07:00|20:00
MNSSA002026|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002026|SI|NO|NO|NO|NO|NO|SI|07:00|19:00
MNSSA002031|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
MNSSA002043|NO|SI|SI|SI|SI|SI|NO|07:00|20:00
MNSSA002043|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002055|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002055|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002060|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002072|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002072|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002096|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002171|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002183|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002195|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002200|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002212|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002224|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002236|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002236|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002265|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002265|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002270|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002282|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA002306|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002306|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002311|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002311|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA002323|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA002340|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA002352|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002352|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002376|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002376|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002381|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002381|SI|NO|NO|NO|NO|NO|SI|08:00|
MNSSA002405|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002405|SI|NO|NO|NO|NO|NO|SI|08:00|
MNSSA002410|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002422|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002434|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002446|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002475|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002475|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002480|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002480|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002492|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002492|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002562|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002574|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA002586|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002772|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002772|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002784|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA002784|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002796|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002796|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002801|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA002813|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002813|SI|SI|SI|SI|SI|SI|SI|07:30|18:00
MNSSA002813|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA002825|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002825|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002842|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002842|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002854|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002854|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002866|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002866|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002871|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002871|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002883|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002883|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA002900|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002900|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA002924|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002924|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA002936|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002936|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA002953|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA002965|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA002965|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA002965|SI|SI|SI|SI|SI|SI|SI|07:30|18:00
MNSSA003006|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003006|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA003011|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003011|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA003023|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003035|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003040|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003052|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003052|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003093|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003105|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003110|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003110|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003163|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003175|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003180|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA003180|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003204|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003216|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003221|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003233|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003233|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003245|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA003245|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003250|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003262|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003274|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003291|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003291|SI|NO|NO|NO|NO|NO|SI|08:30|
MNSSA003303|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003315|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003320|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003344|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003356|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003385|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003390|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003402|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003402|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003414|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003414|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003431|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003443|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003455|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003501|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003513|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003525|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003530|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003542|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003554|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003554|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003583|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003583|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003595|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003595|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003600|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003600|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003612|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003612|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003624|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003636|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003653|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003665|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
MNSSA003670|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003670|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003682|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003682|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003694|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003694|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003706|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003711|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003711|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA003723|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003735|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003740|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003752|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA003764|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003776|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003781|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003793|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA003805|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003810|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003810|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003822|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003834|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003851|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003875|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003880|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA003933|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003933|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA003962|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA003974|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003974|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA003986|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA004003|NO|SI|SI|SI|SI|SI|NO|00:00|23:59
MNSSA004003|SI|NO|NO|NO|NO|NO|SI||23:59
MNSSA004020|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004020|SI|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA004032|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA004044|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA004044|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA004044|SI|SI|SI|SI|SI|SI|SI|00:01|23:59
MNSSA004085|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004085|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA004126|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA004131|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA004143|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004143|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
MNSSA004155|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004155|SI|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA004201|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA004254|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA004266|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA004324|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004324|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA004370|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004423|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
MNSSA004423|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004435|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004435|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004440|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004440|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004493|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004493|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA004505|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA004505|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA004522|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
MNSSA004522|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004546|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA004546|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA004580|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004592|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA004604|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004616|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004621|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004633|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004645|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004650|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004662|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004674|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004686|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004691|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004703|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004715|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004720|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004732|NO|NO|NO|NO|NO|NO|NO|08:00|20:00
MNSSA004744|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004913|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004925|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA004930|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA005000|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005012|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005024|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005036|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005041|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005041|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA005053|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005065|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005070|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005082|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005094|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA005106|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA005111|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005111|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005123|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005135|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA005152|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
MNSSA005164|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005164|SI|NO|NO|NO|NO|NO|SI|08:00|14:00
MNSSA005176|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA005193|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
MNSSA005205|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005210|NO|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA005210|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005222|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA005222|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
MNSSA005234|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA005275|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
MNSSA005275|SI|SI|SI|SI|SI|SI|SI|00:01|23:59
MNSSA005275|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
MNSSA005280|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
MNSSA005280|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
MNSSA005280|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
MNSSA005292|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
