CLUES|DOMINGO|LUNES|MARTES|MIERCOLES|JUEVES|VIERNES|SABADO|HORA INICIO|HORA FIN
CSIMS000024|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000036|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000041|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000053|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000065|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000070|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000082|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000094|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIMS000106|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000111|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000123|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000135|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000140|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000152|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000164|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000176|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000181|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000193|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000210|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000222|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000234|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000246|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIMS000251|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIMS000263|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000275|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000280|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000292|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000304|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000316|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000321|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000330|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000345|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMS000350|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMS000362|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIMS000374|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000374|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIMS000386|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMS000391|SI|SI|SI|SI|SI|SI|SI|07:30|20:30
CSIMS000391|SI|SI|SI|SI|SI|SI|SI|07:00|06:59
CSIST000012|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000024|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000036|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000041|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000053|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000065|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIST000070|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000082|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000094|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000106|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000111|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000123|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000135|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000140|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000152|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000164|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000176|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000181|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000193|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIST000205|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000210|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIST000222|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000234|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000246|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000251|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSIST000263|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000275|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000304|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000321|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000350|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000362|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000391|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000403|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000420|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000432|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000444|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000456|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000461|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000473|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000490|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000502|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSIST000514|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSPMX000016|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSDN000025|SI|SI|SI|SI|SI|SI|SI|00:00|00:00
CSSMA000014|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMA000026|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSME000013|SI|SI|SI|SI|SI|SI|SI|08:15|20:00
CSSME000025|NO|SI|SI|SI|SI|SI|NO|07:00|20:00
CSSME000030|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000042|SI|SI|SI|SI|SI|SI|SI|08:00|08:00
CSSME000054|SI|SI|SI|SI|SI|SI|SI|08:00|08:00
CSSME000066|SI|SI|SI|SI|SI|SI|SI|08:00|08:00
CSSME000071|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000083|SI|SI|SI|SI|SI|SI|SI|07:00|07:00
CSSME000095|SI|SI|SI|SI|SI|SI|SI|07:00|07:00
CSSME000100|SI|SI|SI|SI|SI|SI|SI|08:00|08:00
CSSME000112|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000124|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000136|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSME000165|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSME000170|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSME000182|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
CSSME000194|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000206|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000211|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000223|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSME000235|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
CSSME000240|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
CSSME000252|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000036|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000041|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000082|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000106|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000123|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000140|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000140|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000345|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000391|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP000391|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP000420|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000432|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000531|NO|SI|SI|SI|SI|SI|NO|08:00|18:00
CSSMP000543|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000625|SI|SI|SI|SI|SI|SI|SI|17:00|20:00
CSSMP000625|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000625|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
CSSMP000741|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP000844|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
CSSMP000853|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSSMP000893|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSMP000904|NO|SI|SI|SI|SI|SI|SI|06:00|22:00
CSSMP000913|NO|SI|SI|SI|SI|SI|SI|06:00|22:00
CSSMP000920|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP000935|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
CSSMP000944|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP000953|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP000962|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP000971|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP000980|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP000995|NO|SI|SI|SI|SI|SI|SI|08:00|15:00
CSSMP001004|SI|SI|SI|SI|SI|SI|SI|09:00|15:00
CSSMP001013|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001022|SI|SI|SI|SI|SI|SI|SI|09:00|15:00
CSSMP001031|NO|SI|SI|SI|SI|SI|SI|08:00|15:00
CSSMP001040|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001055|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001064|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001073|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001082|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
CSSMP001091|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSMP001100|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
CSSMP001115|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001124|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001133|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001142|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001151|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
CSSMP001160|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP001175|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001184|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001193|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001202|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001211|NO|SI|SI|SI|SI|SI|SI|09:00|20:00
CSSMP001220|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001235|SI|SI|SI|SI|SI|SI|SI|08:00|19:00
CSSMP001244|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP001253|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001262|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001271|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001280|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001295|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP001304|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
CSSMP001313|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001322|SI|SI|SI|SI|SI|SI|SI|09:00|15:00
CSSMP001331|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001340|NO|SI|SI|SI|SI|SI|SI|15:00|21:00
CSSMP001355|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001364|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001373|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
CSSMP001382|NO|SI|SI|SI|SI|SI|NO|15:00|21:00
CSSMP001391|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001400|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001415|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001424|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001433|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001442|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001451|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001460|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001475|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001484|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP001493|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001502|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001511|SI|SI|SI|SI|SI|SI|SI|09:00|19:00
CSSMP001520|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001535|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001544|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001553|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001562|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
CSSMP001571|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
CSSMP001580|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001595|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001604|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001613|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP001622|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001631|NO|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP001640|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001655|SI|SI|SI|SI|SI|SI|SI|09:00|20:00
CSSMP001664|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001673|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001682|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001691|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001700|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP001715|NO|SI|SI|SI|SI|SI|SI|15:00|21:00
CSSMP001724|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001733|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP001742|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001751|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
CSSMP001760|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP001775|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP001784|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001793|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001802|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001811|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001820|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001835|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP001844|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001853|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001862|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
CSSMP001871|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001880|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001895|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001904|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001913|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001922|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001931|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001940|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP001955|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001964|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001973|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP001982|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP001991|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP002000|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002015|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP002024|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP002033|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002042|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002051|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002060|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP002075|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP002084|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP002093|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
CSSMP002102|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP002111|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
CSSMP002120|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002135|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002144|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002153|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002162|NO|SI|SI|SI|SI|SI|SI|10:00|14:00
CSSMP002171|NO|NO|NO|NO|NO|NO|SI|10:00|14:00
CSSMP002171|NO|SI|SI|SI|SI|SI|NO|16:00|20:00
CSSMP002194|SI|SI|SI|SI|SI|SI|SI|07:00|21:00
CSSMP002194|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002206|NO|SI|SI|SI|SI|SI|SI|06:00|22:00
CSSMP002211|NO|SI|SI|SI|SI|SI|SI|06:00|22:00
CSSMP002223|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002223|SI|NO|NO|NO|NO|NO|SI|09:00|15:00
CSSMP002223|NO|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002223|NO|NO|NO|NO|NO|NO|SI|09:00|15:00
CSSMP002235|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002240|NO|SI|SI|SI|SI|SI|SI|08:00|20:00
CSSMP002240|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002252|SI|SI|SI|SI|SI|SI|NO|09:00|14:00
CSSMP002252|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002264|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002264|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002276|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002276|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002281|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002281|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002293|NO|SI|SI|SI|SI|SI|SI|15:00|20:00
CSSMP002293|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002305|NO|SI|SI|SI|SI|SI|SI|15:00|20:00
CSSMP002305|NO|SI|SI|SI|SI|SI|SI|08:00|13:00
CSSMP002310|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002310|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002322|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002322|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002334|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002334|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002346|SI|SI|SI|SI|SI|SI|NO|16:00|21:00
CSSMP002346|SI|SI|SI|SI|SI|SI|NO|09:00|14:00
CSSMP002351|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002351|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002363|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002363|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002375|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002375|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002380|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002380|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002392|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002392|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002404|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002404|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002416|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002416|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002421|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002421|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002433|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002445|NO|NO|NO|NO|NO|NO|SI|08:00|13:00
CSSMP002445|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSSMP002450|NO|SI|SI|SI|SI|SI|SI|07:00|20:00
CSSMP002450|SI|SI|SI|SI|SI|SI|SI|07:00|20:00
CSSMP002462|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002462|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002474|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002474|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002486|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002486|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002491|NO|SI|SI|SI|SI|SI|NO|09:00|14:00
CSSMP002491|NO|SI|SI|SI|SI|SI|NO|16:00|21:00
CSSMP002503|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002503|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002515|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
CSSMP002515|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002520|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
CSSMP002532|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002544|NO|SI|SI|SI|SI|SI|SI|08:00|18:00
CSSMP002556|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002556|SI|SI|SI|SI|SI|SI|SI|19:00|21:00
CSSMP002561|NO|SI|SI|SI|SI|SI|SI|09:00|20:00
CSSMP002561|SI|SI|SI|SI|SI|SI|SI|07:00|23:59
CSSMP002585|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002590|NO|SI|SI|SI|SI|SI|NO|09:00|20:00
CSSMP002590|SI|SI|SI|SI|SI|SI|SI|07:00|23:00
CSSMP002590|NO|NO|NO|NO|NO|NO|SI|09:00|13:00
CSSMP002602|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002614|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002614|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSMP002626|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002631|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002643|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
CSSMP002655|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002660|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002672|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002684|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002696|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002701|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
CSSMP002713|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002725|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002730|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
CSSMP002742|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002754|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002766|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002771|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002783|NO|SI|SI|SI|SI|SI|NO|09:00|14:00
CSSMP002783|NO|SI|SI|SI|SI|SI|NO|16:00|20:00
CSSMP002783|NO|NO|NO|NO|NO|NO|SI|09:00|16:00
CSSMP002795|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSMP002795|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002800|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002800|NO|SI|SI|SI|SI|SI|NO|09:00|20:00
CSSMP002812|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002824|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002836|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002841|SI|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002853|SI|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002865|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002870|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002882|NO|SI|SI|SI|SI|SI|NO|09:00|18:00
CSSMP002894|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002906|SI|NO|NO|NO|NO|NO|SI|08:00|15:00
CSSMP002906|NO|SI|SI|SI|SI|SI|SI|10:00|20:00
CSSMP002906|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
CSSMP002911|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002911|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
CSSMP002923|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002935|SI|SI|SI|SI|SI|SI|NO|09:00|21:00
CSSMP002940|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002952|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
CSSMP002964|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
